City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
24,Avarua,CK,-21.2078,-159.775,73.45,78,40,12.66,scattered clouds
25,Nantucket,US,41.2835,-70.0995,64.54,62,0,18.41,clear sky
26,Ushuaia,AR,-54.8,-68.3,55.06,35,20,6.91,few clouds
27,Abu Samrah,SY,35.3029,37.1841,74.3,63,0,10.27,clear sky
28,Marsabit,KE,2.3284,37.9899,72.45,38,77,18.41,broken clouds
29,Saint-Philippe,RE,-21.3585,55.7679,69.39,82,36,8.99,light rain
30,Arraial Do Cabo,BR,-22.9661,-42.0278,71.46,73,75,13.8,broken clouds
31,Fortuna,US,40.5982,-124.1573,69.93,75,0,7.0,clear sky
32,Jamestown,US,42.097,-79.2353,57.06,47,40,8.05,scattered clouds
33,Rikitea,PF,-23.1203,-134.9692,72.41,63,0,11.3,clear sky
34,Padang,ID,-0.9492,100.3543,76.82,86,100,4.7,overcast clouds
35,Busselton,AU,-33.65,115.3333,56.59,64,0,12.26,clear sky
36,Hammerfest,NO,70.6634,23.6821,46.85,66,0,6.91,clear sky
37,Latisana,IT,45.7792,13.0,62.22,86,100,7.99,light rain
38,Georgetown,MY,5.4112,100.3354,81.95,91,20,3.44,thunderstorm
39,Muroto,JP,33.2833,134.15,74.26,69,0,6.26,clear sky
40,Mataura,NZ,-46.1927,168.8643,42.48,95,19,1.74,few clouds
41,Burlatskoye,RU,45.0564,43.635,68.2,65,67,2.98,broken clouds
42,Puerto Ayora,EC,-0.7393,-90.3518,76.96,90,65,5.99,broken clouds
43,Hithadhoo,MV,-0.6,73.0833,81.97,74,100,11.27,overcast clouds
44,Alekseyevsk,RU,57.8406,108.3492,28.65,90,86,3.96,overcast clouds
45,Sibolga,ID,1.7427,98.7792,76.41,90,100,2.82,light rain
46,Kavieng,PG,-2.5744,150.7967,81.88,74,100,16.49,overcast clouds
47,Vao,NC,-22.6667,167.4833,74.23,78,100,16.84,light rain
48,Kapaa,US,22.0752,-159.319,82.47,73,20,9.22,few clouds
49,Bluff,NZ,-46.6,168.3333,42.8,58,66,7.61,broken clouds
50,Kamenka,RU,51.3223,42.7678,55.31,75,83,4.29,broken clouds
51,Iqaluit,CA,63.7506,-68.5145,31.73,86,100,15.01,light snow
52,Severo-Kurilsk,RU,50.6789,156.125,46.8,76,52,30.78,broken clouds
53,Bredasdorp,ZA,-34.5322,20.0403,56.12,95,100,5.59,overcast clouds
54,Buraydah,SA,26.326,43.975,86.45,15,0,11.92,clear sky
55,Ostrovnoy,RU,68.0531,39.5131,35.73,70,98,10.54,overcast clouds
56,Korla,CN,41.7597,86.1469,68.47,21,99,19.1,overcast clouds
57,Yellowknife,CA,62.456,-114.3525,43.32,65,20,9.22,few clouds
58,Mar Del Plata,AR,-38.0023,-57.5575,59.02,67,0,13.8,clear sky
59,Constitucion,CL,-35.3333,-72.4167,58.64,75,64,5.91,broken clouds
60,Solnechnyy,RU,50.7214,136.6319,43.36,89,100,1.01,overcast clouds
61,Kodiak,US,57.79,-152.4072,51.31,76,100,11.5,overcast clouds
62,Muros,ES,42.7762,-9.0603,62.17,82,4,9.04,clear sky
63,Ahipara,NZ,-35.1667,173.1667,61.16,97,100,7.43,overcast clouds
64,Chokurdakh,RU,70.6333,147.9167,21.78,91,85,3.96,overcast clouds
65,Olafsvik,IS,64.8945,-23.7142,47.28,93,100,21.74,overcast clouds
66,Faanui,PF,-16.4833,-151.75,78.28,74,19,17.94,few clouds
67,Paamiut,GL,61.994,-49.6678,40.46,81,100,21.23,overcast clouds
68,Doha,QA,25.2867,51.5333,88.11,64,0,8.05,clear sky
69,Qaanaaq,GL,77.484,-69.3632,15.17,85,63,5.88,broken clouds
70,Clyde River,CA,70.4692,-68.5914,28.63,93,75,9.22,fog
71,Saldanha,ZA,-33.0117,17.9442,59.05,86,100,17.63,overcast clouds
72,Carhuamayo,PE,-10.9167,-76.0333,47.43,62,97,10.04,overcast clouds
73,Aksu,CN,41.1231,80.2644,66.83,26,100,5.01,overcast clouds
74,Cayhagan,PH,9.6697,122.4256,77.95,85,99,4.97,overcast clouds
75,Thompson,CA,55.7435,-97.8558,51.96,82,75,12.66,broken clouds
76,Lebu,CL,-37.6167,-73.65,54.59,78,100,14.18,overcast clouds
77,Kaitangata,NZ,-46.2817,169.8464,34.29,88,12,6.8,few clouds
78,Nadym,RU,65.5333,72.5167,27.97,88,63,7.02,broken clouds
79,Provideniya,RU,64.3833,-173.3,34.75,75,4,7.7,clear sky
80,Nemuro,JP,43.3236,145.575,57.88,75,20,7.34,few clouds
81,Berlevag,NO,70.8578,29.0864,44.55,70,0,18.41,clear sky
82,Airai,TL,-8.9266,125.4092,61.41,92,73,1.63,broken clouds
83,Boa Vista,BR,2.8197,-60.6733,93.18,40,20,5.75,few clouds
84,Cayenne,GF,4.9333,-52.3333,89.64,58,3,13.8,clear sky
85,Vostok,RU,46.4856,135.8833,48.34,89,9,6.08,clear sky
86,Albany,US,42.6001,-73.9662,61.18,60,5,1.01,clear sky
87,Upernavik,GL,72.7868,-56.1549,21.2,86,17,9.31,few clouds
88,Tasiilaq,GL,65.6145,-37.6368,33.67,89,100,6.08,overcast clouds
89,Bengkulu,ID,-3.8004,102.2655,74.68,91,96,5.19,overcast clouds
90,Port Hedland,AU,-20.3167,118.5667,71.65,73,75,8.05,broken clouds
91,Talnakh,RU,69.4865,88.3972,31.21,98,99,4.32,overcast clouds
92,Norman Wells,CA,65.282,-126.8329,44.64,61,40,17.27,scattered clouds
93,Bethel,US,41.3712,-73.414,65.93,62,8,8.99,clear sky
94,Buala,SB,-8.145,159.5921,78.39,80,12,3.91,few clouds
95,Meadow Lake,US,34.8014,-106.5436,78.67,25,82,7.58,broken clouds
96,Hasaki,JP,35.7333,140.8333,68.4,65,100,11.12,light rain
97,Severo-Yeniseyskiy,RU,60.3725,93.0408,24.71,96,98,3.85,overcast clouds
98,Barrow,US,71.2906,-156.7887,32.02,86,100,16.11,mist
99,Simao,CN,22.7886,100.9748,65.19,93,100,2.1,overcast clouds
100,Leningradskiy,RU,69.3833,178.4167,18.21,79,41,7.25,scattered clouds
101,Khatanga,RU,71.9667,102.5,27.88,94,100,4.05,overcast clouds
102,Spirit River,CA,55.7833,-118.8361,50.43,66,100,3.69,overcast clouds
103,Lososina,RU,48.9975,140.3106,50.72,87,100,11.1,overcast clouds
104,Ilulissat,GL,69.2167,-51.1,32.7,69,100,3.31,overcast clouds
105,Chulym,RU,55.0997,80.9572,30.58,97,100,11.43,light snow
106,Piracanjuba,BR,-17.3028,-49.0167,85.69,41,100,6.2,overcast clouds
107,Blackburn,GB,53.75,-2.4833,56.19,86,4,1.01,clear sky
108,Changtu,CN,42.7788,124.0955,63.95,66,12,15.52,few clouds
109,Port Hardy,CA,50.6996,-127.4199,55.58,100,100,4.61,mist
110,Kulykiv,UA,50.3142,24.8176,51.03,96,100,4.32,overcast clouds
111,Pevek,RU,69.7008,170.3133,26.26,67,1,4.56,clear sky
112,Cabedelo,BR,-6.9811,-34.8339,83.07,69,55,13.22,broken clouds
113,Yumen,CN,40.2833,97.2,59.56,32,0,8.68,clear sky
114,Half Moon Bay,US,37.4636,-122.4286,78.82,69,0,4.61,clear sky
115,San Vicente,AR,-26.6167,-54.1333,62.58,80,100,1.32,overcast clouds
116,Tabuk,PH,17.4189,121.4443,73.65,92,95,2.55,overcast clouds
117,Husavik,IS,66.0449,-17.3389,46.24,81,100,8.23,overcast clouds
118,Luderitz,NA,-26.6481,15.1594,58.01,84,0,16.78,clear sky
119,Seguela,CI,7.9611,-6.6731,71.98,94,89,3.62,overcast clouds
120,Hobart,AU,-42.8794,147.3294,40.05,93,53,9.22,broken clouds
121,Naze,JP,28.3667,129.4833,74.32,80,8,8.57,clear sky
122,Goderich,CA,43.7501,-81.7165,57.52,58,0,9.22,clear sky
123,Zambezi,ZM,-13.5432,23.1047,71.47,41,12,3.29,few clouds
124,Atuona,PF,-9.8,-139.0333,76.66,66,39,20.8,scattered clouds
125,Uray,RU,60.1247,64.7758,24.76,76,7,1.68,clear sky
126,Lata,PT,40.1629,-8.3327,60.93,85,36,7.7,scattered clouds
127,Byron Bay,AU,-28.65,153.6167,56.95,84,39,12.26,scattered clouds
128,Sao Filipe,CV,14.8961,-24.4956,80.49,83,6,8.39,clear sky
129,Itaituba,BR,-4.2761,-55.9836,96.96,52,40,11.5,scattered clouds
130,Umm Lajj,SA,25.0213,37.2685,85.73,54,0,6.64,clear sky
131,Lluta,PE,-16.0147,-72.0142,58.3,24,0,11.56,clear sky
132,Kaduna,NG,10.5222,7.4383,70.84,89,96,4.09,light rain
133,Matara,LK,5.9485,80.5353,77.25,89,100,9.8,overcast clouds
134,Pacific Grove,US,36.6177,-121.9166,77.38,81,0,10.0,clear sky
135,Clovis,US,36.8252,-119.7029,90.66,42,25,1.01,scattered clouds
136,Dikson,RU,73.5069,80.5464,35.26,85,15,16.82,few clouds
137,College,US,64.8569,-147.8028,51.28,57,60,3.0,broken clouds
138,Port Elizabeth,ZA,-33.918,25.5701,62.31,95,0,3.44,clear sky
139,Malanje,AO,-9.5402,16.341,67.28,82,38,4.41,light rain
140,Katima Mulilo,NA,-17.5,24.2667,74.19,26,9,6.67,clear sky
141,Roald,NO,62.5833,6.1333,54.91,87,0,3.44,clear sky
142,New Norfolk,AU,-42.7826,147.0587,39.7,81,49,1.77,scattered clouds
143,San Patricio,US,28.017,-97.5169,87.89,31,0,8.14,clear sky
144,Saint-Augustin,CA,51.226,-58.6502,58.5,47,98,7.65,overcast clouds
145,Cherskiy,RU,68.75,161.3,24.1,63,0,5.08,clear sky
146,Victoria,HK,22.2855,114.1577,84.38,86,97,13.0,light rain
147,Eyl,SO,7.9803,49.8164,77.68,82,85,19.57,overcast clouds
148,Codrington,AU,-38.2667,141.9667,45.32,95,97,7.2,overcast clouds
149,Kirakira,SB,-10.4544,161.9205,78.31,85,24,7.31,few clouds
150,Nelson Bay,AU,-32.7167,152.15,62.11,91,98,18.99,light rain
151,Waitati,NZ,-45.75,170.5667,42.8,67,6,4.97,clear sky
152,Dickinson,US,29.4608,-95.0513,85.01,36,0,3.0,clear sky
153,Dafeng,CN,23.4517,108.5881,76.12,90,100,0.72,overcast clouds
154,Vilcun,CL,-38.65,-72.2333,57.94,56,100,4.72,overcast clouds
155,Souillac,MU,-20.5167,57.5167,70.18,78,40,10.36,scattered clouds
156,Ketchikan,US,55.3422,-131.6461,57.67,94,100,9.22,overcast clouds
157,Pahrump,US,36.2083,-115.9839,93.83,17,8,8.99,clear sky
158,Bambous Virieux,MU,-20.3428,57.7575,70.05,78,40,10.36,scattered clouds
159,Chapais,CA,49.7834,-74.8492,47.98,53,100,8.52,overcast clouds
160,Bubaque,GW,11.2833,-15.8333,80.6,75,100,9.08,overcast clouds
161,Longyearbyen,SJ,78.2186,15.6401,40.84,93,75,3.44,broken clouds
162,Acapulco,MX,16.8634,-99.8901,84.81,71,17,6.26,few clouds
163,Ewa Beach,US,21.3156,-158.0072,83.41,68,13,11.99,few clouds
164,Axim,GH,4.8699,-2.2405,75.52,88,31,5.91,scattered clouds
165,Naron,ES,43.5167,-8.1528,61.65,89,9,5.73,clear sky
166,Luorong,CN,24.4058,109.6086,79.45,75,100,0.22,overcast clouds
167,Baraboo,US,43.4711,-89.7443,62.96,53,0,1.01,clear sky
168,Misratah,LY,32.3754,15.0925,79.09,76,0,18.28,clear sky
169,Saint-Paul,RE,-21.0096,55.2707,73.99,99,2,2.35,clear sky
170,Keffi,NG,8.8486,7.8736,73.76,92,47,2.86,light rain
171,Castro,BR,-24.7911,-50.0119,53.87,92,100,9.31,overcast clouds
172,Hobyo,SO,5.3505,48.5268,77.0,84,79,20.27,broken clouds
173,Port Alfred,ZA,-33.5906,26.891,66.43,84,100,13.67,light rain
174,Balikpapan,ID,-1.2675,116.8289,77.99,94,75,4.61,broken clouds
175,Eshowe,ZA,-28.8865,31.4699,64.33,90,58,8.79,broken clouds
176,Waverley,ZA,-25.7023,28.2591,73.53,42,0,5.75,clear sky
177,Waldoboro,US,44.0954,-69.3756,64.56,58,39,8.86,scattered clouds
178,Esperance,AU,-33.8667,121.9,51.04,86,0,11.63,clear sky
179,Digboi,IN,27.3833,95.6333,73.63,92,18,1.74,few clouds
180,Teya,RU,60.3778,92.6267,27.84,96,97,3.87,overcast clouds
181,Koungheul,SN,13.9833,-14.8,86.79,65,50,4.23,scattered clouds
182,Vardo,NO,70.3705,31.1107,44.58,93,0,4.61,clear sky
183,Beringovskiy,RU,63.05,179.3167,33.13,63,15,5.19,few clouds
184,Saint George,US,37.1041,-113.5841,86.79,31,41,1.99,scattered clouds
185,Ancud,CL,-41.8697,-73.8203,53.11,74,100,5.77,overcast clouds
186,Farah,AF,32.5,62.5,73.72,15,0,0.6,clear sky
187,Tenenkou,ML,14.4572,-4.9169,92.8,35,29,6.64,scattered clouds
188,San Quintin,MX,30.4833,-115.95,76.6,68,5,8.66,clear sky
189,Benghazi,LY,32.1167,20.0667,81.0,69,85,13.18,overcast clouds
190,Bumba,CD,2.1833,22.4667,70.48,88,14,2.82,few clouds
191,Kudahuvadhoo,MV,2.6708,72.8944,78.78,82,100,21.41,overcast clouds
192,Luza,RU,60.6308,47.2512,34.59,97,100,9.53,light snow
193,Camacha,PT,33.0833,-16.3333,69.22,60,40,13.8,scattered clouds
194,Huarmey,PE,-10.0681,-78.1522,67.69,70,11,11.88,few clouds
195,Portland,US,45.5234,-122.6762,65.61,91,100,1.99,overcast clouds
196,Oda,JP,35.1833,132.5,65.34,76,0,4.41,clear sky
197,Geraldton,AU,-28.7667,114.6,61.21,63,7,5.75,clear sky
198,Fredericksburg,US,38.3032,-77.4605,70.92,51,0,11.5,clear sky
199,San Jeronimo,PE,-11.9472,-75.2829,65.52,38,85,11.27,overcast clouds
200,Tuatapere,NZ,-46.1333,167.6833,37.65,83,88,0.63,overcast clouds
201,Hilo,US,19.7297,-155.09,86.29,87,40,1.99,scattered clouds
202,La Ronge,CA,55.1001,-105.2842,64.62,63,40,12.66,scattered clouds
203,Mount Isa,AU,-20.7333,139.5,62.37,39,0,3.44,clear sky
204,Saskylakh,RU,71.9167,114.0833,24.37,96,100,8.14,overcast clouds
205,Takhtamygda,RU,54.1,123.5667,22.71,99,88,2.53,overcast clouds
206,Port Augusta,AU,-32.5,137.7667,48.83,74,6,4.99,clear sky
207,Yar-Sale,RU,66.8333,70.8333,32.25,71,100,2.89,overcast clouds
208,Kotlas,RU,61.2611,46.6556,34.54,97,100,8.95,light snow
209,Hami,CN,42.8,93.45,67.93,27,100,2.55,overcast clouds
210,Tsaratanana,MG,-16.7833,47.65,66.43,67,0,9.93,clear sky
211,Leh,IN,34.1667,77.5833,48.76,55,44,4.09,scattered clouds
212,Iskateley,RU,67.6803,53.1512,27.99,79,11,8.37,few clouds
213,Taungdwingyi,MM,20.0167,95.55,77.52,90,100,1.9,light rain
214,Beaverlodge,CA,55.2166,-119.4361,54.75,55,81,5.06,broken clouds
215,Matay,EG,28.419,30.7792,91.72,23,0,16.58,clear sky
216,Ixtapa,MX,20.7,-105.2,88.23,70,99,3.0,overcast clouds
217,Dobrun,RU,53.1851,34.2462,50.07,87,100,4.47,overcast clouds
218,Kalmunai,LK,7.4167,81.8167,79.79,80,25,7.76,scattered clouds
219,Ambulu,ID,-8.345,113.6058,76.35,86,100,0.47,overcast clouds
220,Iwanai,JP,42.9744,140.5089,58.15,95,6,4.52,clear sky
221,Torbay,CA,47.6666,-52.7314,61.75,88,100,6.91,overcast clouds
222,Washington,US,47.5001,-120.5015,71.56,39,78,4.43,broken clouds
223,Piranshahr,IR,36.701,45.1413,67.23,17,0,5.59,clear sky
224,Ninghai,CN,29.2892,121.4247,72.66,95,94,2.19,overcast clouds
225,Porecatu,BR,-22.7558,-51.3792,71.01,69,100,10.45,overcast clouds
226,Brookings,US,44.3114,-96.7984,70.38,46,4,22.08,clear sky
227,Kloulklubed,PW,7.0419,134.2556,83.93,72,6,12.17,clear sky
228,Talas,TR,38.6908,35.5538,59.67,63,0,0.0,clear sky
229,Mahibadhoo,MV,3.7833,72.9667,79.9,81,96,19.19,heavy intensity rain
230,Gualeguay,AR,-33.1416,-59.3097,64.98,35,100,10.71,overcast clouds
231,Polunochnoye,RU,60.8697,60.4153,21.43,90,55,2.04,broken clouds
232,George,ZA,-33.963,22.4617,60.35,94,100,5.75,overcast clouds
233,Cidreira,BR,-30.1811,-50.2056,62.65,58,100,12.1,overcast clouds
234,Tromso,NO,69.6496,18.957,48.38,66,75,4.61,broken clouds
235,Laguna,US,38.421,-121.4238,85.01,52,0,5.75,clear sky
236,Dudinka,RU,69.4058,86.1778,29.97,98,99,8.01,overcast clouds
237,Edson,CA,53.5835,-116.4356,62.65,51,100,4.21,overcast clouds
238,Tanout,NE,14.9709,8.8879,92.37,33,49,6.2,scattered clouds
239,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,93,20,8.95,few clouds
240,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,68,46,4.68,scattered clouds
241,Mentougou,CN,39.9392,116.0917,61.74,53,0,2.19,clear sky
242,Rawson,AR,-43.3002,-65.1023,75.69,28,0,26.51,clear sky
243,Durham,US,36.0335,-78.8664,68.77,62,75,20.71,broken clouds
244,Yatou,CN,37.15,122.3833,64.54,88,0,8.21,clear sky
245,Mangrol,IN,21.1167,70.1167,79.32,76,7,7.96,clear sky
246,Atlantic City,US,39.3643,-74.4229,70.18,58,100,7.0,overcast clouds
247,Luau,AO,-10.7073,22.2247,68.94,68,37,2.42,scattered clouds
248,Hay River,CA,60.8156,-115.7999,44.58,61,75,9.22,broken clouds
249,Hays,US,30.0502,-98.0336,91.45,30,0,3.0,clear sky
250,Flinders,AU,-34.5833,150.8552,58.17,86,66,7.0,broken clouds
251,Belyy Yar,RU,53.6039,91.3903,33.69,69,0,11.18,clear sky
252,Praia,CV,14.9215,-23.5087,82.35,80,5,11.86,clear sky
253,Luanda,AO,-8.8368,13.2343,72.84,86,79,2.95,light rain
254,Eureka,US,40.8021,-124.1637,71.67,81,0,8.99,clear sky
255,Ponta Do Sol,PT,32.6667,-17.1,72.23,75,44,5.08,scattered clouds
256,Ouesso,CG,1.6136,16.0517,72.45,87,27,2.53,scattered clouds
257,Grand Gaube,MU,-20.0064,57.6608,69.39,70,2,3.0,clear sky
258,Moron,AR,-34.6534,-58.6198,67.01,37,100,8.68,overcast clouds
259,Borba,BR,-4.3878,-59.5939,102.79,22,96,4.45,overcast clouds
260,Dunedin,NZ,-45.8742,170.5036,42.8,66,7,4.0,clear sky
261,Nueve De Julio,AR,-35.4444,-60.8831,68.97,29,100,1.99,overcast clouds
262,Mehamn,NO,71.0357,27.8492,44.51,93,0,8.05,clear sky
263,South Valley,US,35.0101,-106.6781,81.21,24,0,0.0,clear sky
264,Nanortalik,GL,60.1432,-45.2371,40.98,96,83,13.24,broken clouds
265,Quatre Cocos,MU,-20.2078,57.7625,69.1,72,22,13.58,few clouds
266,Namatanai,PG,-3.6667,152.4333,77.61,75,92,9.78,overcast clouds
267,Xiaoyi,CN,34.6178,109.703,69.76,46,92,3.42,overcast clouds
268,Caruray,PH,10.3094,119.0128,79.05,83,100,1.81,overcast clouds
269,Sergeyevka,KZ,53.88,67.4158,27.32,64,6,4.72,clear sky
270,Urgut,UZ,39.4022,67.2431,58.62,36,58,0.63,broken clouds
271,Sitka,US,57.0531,-135.33,57.87,96,100,7.36,light rain
272,Salalah,OM,17.0151,54.0924,79.75,81,96,5.99,overcast clouds
273,Sakaraha,MG,-22.9,44.5333,66.7,51,0,2.46,clear sky
274,Kyakhta,RU,50.3508,106.4494,41.65,88,100,1.52,overcast clouds
275,Redmond,US,47.674,-122.1215,68.76,75,79,3.0,broken clouds
276,Gawler,AU,-34.6,138.7333,51.98,93,100,4.03,overcast clouds
277,Riacho De Santana,BR,-13.6092,-42.9389,94.15,20,5,11.48,clear sky
278,Placido De Castro,BR,-10.3353,-67.1856,82.42,75,67,6.42,broken clouds
279,Trairi,BR,-3.2778,-39.2689,81.97,65,11,15.66,few clouds
280,Vestmannaeyjar,IS,63.4427,-20.2734,50.32,93,100,13.8,light rain
281,Isangel,VU,-19.55,169.2667,74.23,75,100,10.22,overcast clouds
282,Skjervoy,NO,70.0311,20.9714,46.4,72,10,13.18,clear sky
283,Asau,RO,46.4333,26.4,60.28,76,72,5.12,broken clouds
284,Yakeshi,CN,49.2833,120.7333,34.47,85,76,3.69,broken clouds
285,Harrison,US,30.4091,-89.0436,77.05,34,0,13.51,clear sky
286,Soria,ES,41.6667,-2.6667,49.1,100,86,1.9,overcast clouds
287,Kangaatsiaq,GL,68.3065,-53.4641,36.7,83,100,7.96,overcast clouds
288,Lompoc,US,34.6391,-120.4579,88.02,71,16,5.01,few clouds
289,Atar,MR,20.5169,-13.0499,96.3,20,26,12.17,scattered clouds
290,Lagoa,PT,39.05,-27.9833,67.41,63,6,6.04,clear sky
291,Bathsheba,BB,13.2167,-59.5167,79.41,89,75,11.5,broken clouds
292,Aquidauana,BR,-20.4711,-55.7872,77.7,69,99,3.24,overcast clouds
293,Narsaq,GL,60.9167,-46.05,44.82,82,96,1.1,overcast clouds
294,Catuday,PH,16.2923,119.8062,79.36,79,98,2.17,overcast clouds
295,Sola,VU,-13.8833,167.55,80.08,65,75,15.43,broken clouds
296,Carnarvon,AU,-24.8667,113.6333,68.38,70,0,19.37,clear sky
297,Meulaboh,ID,4.1363,96.1285,74.77,94,100,5.1,moderate rain
298,Chokwe,MZ,-24.5333,32.9833,74.05,66,0,6.49,clear sky
299,Salym,RU,60.0625,71.4789,24.85,83,13,5.17,few clouds
300,Bosaso,SO,11.2842,49.1816,85.95,67,5,2.3,clear sky
301,Henties Bay,NA,-22.116,14.2845,56.32,93,24,4.63,few clouds
302,Jalu,LY,29.0331,21.5482,93.51,13,0,7.45,clear sky
303,Maarianhamina,AX,60.0973,19.9348,42.66,93,40,3.44,scattered clouds
304,Altay,CN,47.8667,88.1167,35.35,73,100,6.02,overcast clouds
305,Usinsk,RU,65.9939,57.5281,28.15,76,11,8.3,few clouds
306,Poum,NC,-20.2333,164.0167,77.16,77,98,18.88,overcast clouds
307,Rosetta,EG,31.4044,30.4164,79.52,73,0,12.95,clear sky
308,Mutoko,ZW,-17.397,32.2268,61.03,43,0,5.1,clear sky
309,Aksarka,RU,66.5606,67.7975,27.45,84,76,2.77,broken clouds
310,Rocha,UY,-34.4833,-54.3333,58.53,57,100,10.07,overcast clouds
311,Tommot,RU,58.9564,126.2925,28.54,78,100,2.19,overcast clouds
312,Acajutla,SV,13.5928,-89.8275,83.61,74,85,6.11,overcast clouds
313,Chabahar,IR,25.2919,60.643,79.65,76,17,4.52,few clouds
314,Lensk,RU,60.7253,114.9278,25.09,84,19,1.79,few clouds
315,Haines Junction,CA,60.7522,-137.5108,44.08,94,100,5.41,light rain
316,Wamba,NG,8.9333,8.6,73.02,92,52,1.28,broken clouds
317,Karratha,AU,-20.7377,116.8463,70.57,70,0,8.61,clear sky
318,Faya,SA,18.3851,42.4509,64.92,27,6,5.23,clear sky
319,Tahoua,NE,14.8888,5.2692,91.62,38,12,7.38,few clouds
320,Mount Gambier,AU,-37.8333,140.7667,44.51,93,100,3.44,fog
321,Ridgecrest,US,35.6225,-117.6709,96.66,13,75,13.8,broken clouds
322,Hachinohe,JP,40.5,141.5,57.45,91,11,5.46,few clouds
323,Santiago De Cao,PE,-7.9589,-79.2392,60.93,88,75,14.97,fog
324,General Pico,AR,-35.6566,-63.7568,72.97,23,100,12.12,overcast clouds
325,Itarema,BR,-2.9248,-39.9167,82.49,66,22,18.25,few clouds
326,Port Blair,IN,11.6667,92.75,81.03,83,95,13.4,overcast clouds
327,Channel-Port Aux Basques,CA,47.5702,-59.1367,53.42,86,96,13.04,overcast clouds
328,Hambantota,LK,6.1241,81.1185,79.14,94,20,6.91,few clouds
329,Karoi,ZW,-16.8099,29.6925,66.85,40,1,6.51,clear sky
330,Flin Flon,CA,54.7682,-101.865,67.44,60,69,8.79,broken clouds
331,Jaffrey,US,42.814,-72.0231,62.8,59,0,11.5,clear sky
332,Whitehorse,CA,60.7161,-135.0538,52.02,76,100,24.0,overcast clouds
333,Pishva,IR,35.308,51.7267,82.45,12,0,3.33,clear sky
334,Lorengau,PG,-2.0226,147.2712,80.94,77,100,8.19,overcast clouds
335,Rudbar,AF,30.15,62.6,77.54,16,0,1.77,clear sky
336,Christchurch,NZ,-43.5333,172.6333,44.91,77,75,6.91,broken clouds
337,Ballina,AU,-28.8667,153.5667,57.02,91,41,12.82,scattered clouds
338,Curtisoara,RO,44.5,24.3333,62.94,68,4,4.09,clear sky
339,Takoradi,GH,4.8845,-1.7554,75.85,86,5,7.9,clear sky
340,Glenwood Springs,US,39.5505,-107.3248,74.21,57,75,6.91,broken clouds
341,Greymouth,NZ,-42.4667,171.2,48.29,85,100,12.84,overcast clouds
342,Santa Maria,BR,-29.6842,-53.8069,56.82,89,100,6.35,overcast clouds
343,Bairnsdale,AU,-37.8333,147.6167,51.46,93,100,5.79,overcast clouds
344,Lavrentiya,RU,65.5833,-171.0,35.96,73,97,13.53,overcast clouds
345,Eirunepe,BR,-6.6603,-69.8736,95.83,38,100,1.68,overcast clouds
346,Jardim,BR,-21.4803,-56.1381,70.86,83,100,3.69,overcast clouds
347,Amberley,US,39.2048,-84.428,68.07,57,20,11.5,few clouds
348,Keflavik,IS,64.0049,-22.5624,50.43,100,100,10.36,mist
349,San Policarpo,PH,12.1791,125.5072,80.92,80,100,11.25,overcast clouds
350,Hovd,MN,48.0056,91.6419,43.65,41,17,10.18,few clouds
351,North Bend,US,43.4065,-124.2243,65.91,93,100,9.22,mist
352,Tazovskiy,RU,67.4667,78.7,33.33,73,100,8.97,overcast clouds
353,Melendugno,IT,40.2747,18.3368,72.05,70,6,12.55,clear sky
354,Kavaratti,IN,10.5669,72.642,81.19,74,100,11.9,overcast clouds
355,Svetlogorsk,BY,52.6333,29.7333,52.61,86,100,6.89,overcast clouds
356,Tirumullaivasal,IN,11.2333,79.8333,79.63,84,99,9.55,overcast clouds
357,Ust-Maya,RU,60.4167,134.5333,25.86,74,100,3.91,overcast clouds
358,Tezu,IN,27.9167,96.1667,75.34,74,18,3.42,few clouds
359,Sur,OM,22.5667,59.5289,80.47,75,0,15.55,clear sky
360,Paramaribo,SR,5.8667,-55.1667,95.05,41,20,2.3,few clouds
361,Vila Franca Do Campo,PT,37.7167,-25.4333,74.19,66,85,5.01,overcast clouds
362,Jiazi,CN,22.8779,116.067,77.88,89,73,8.86,broken clouds
363,Srednekolymsk,RU,67.45,153.6833,23.45,72,16,9.17,few clouds
364,Santiago Del Estero,AR,-27.7951,-64.2615,76.55,25,38,5.77,scattered clouds
365,Hamilton,US,39.1834,-84.5333,68.76,57,20,13.8,few clouds
366,Tailai,CN,46.3833,123.4,53.44,49,100,8.68,overcast clouds
367,Honiara,SB,-9.4333,159.95,76.55,83,3,2.73,clear sky
368,Alta Floresta,BR,-9.8756,-56.0861,92.93,30,99,4.29,overcast clouds
369,Puerto Narino,CO,-3.7703,-70.3831,98.85,32,63,3.96,broken clouds
370,Port Macquarie,AU,-31.4333,152.9167,59.9,86,100,20.78,overcast clouds
371,Azare,NG,11.6765,10.1948,80.47,64,24,6.49,few clouds
372,Ajdabiya,LY,30.7554,20.2263,84.56,45,9,8.39,clear sky
373,Riviere-Au-Renard,CA,48.9957,-64.3971,52.11,68,40,17.36,scattered clouds
374,Rio Gallegos,AR,-51.6226,-69.2181,57.25,47,75,13.8,broken clouds
375,Tiksi,RU,71.6872,128.8694,19.92,93,100,5.32,overcast clouds
